month,variable,value
2016-01-31,FILRSBVRT,6.6
2016-02-29,FILRSBVRT,6.7
2016-03-31,FILRSBVRT,6.75
2016-04-30,FILRSBVRT,6.75
2016-05-31,FILRSBVRT,6.5
2016-06-30,FILRSBVRT,6.5
2016-07-31,FILRSBVRT,6.5
2016-08-31,FILRSBVRT,6.39
2016-09-30,FILRSBVRT,6.39
2016-10-31,FILRSBVRT,6.39
2016-11-30,FILRSBVRT,6.39
2016-12-31,FILRSBVRT,6.39
2017-01-31,FILRSBVRT,6.39
2017-02-28,FILRSBVRT,6.39
2017-03-31,FILRSBVRT,6.39
2017-04-30,FILRSBVRT,6.43
2017-05-31,FILRSBVRT,6.43
2017-06-30,FILRSBVRT,6.43
2017-07-31,FILRSBVRT,6.43
2017-08-31,FILRSBVRT,6.43
2017-09-30,FILRSBVRT,6.43
2017-10-31,FILRSBVRT,6.43
2017-11-30,FILRSBVRT,6.43
2017-12-31,FILRSBVRT,6.43
2018-01-31,FILRSBVRT,6.43
2018-02-28,FILRSBVRT,6.43
2018-03-31,FILRSBVRT,6.43
2018-04-30,FILRSBVRT,6.43
2018-05-31,FILRSBVRT,6.43
2018-06-30,FILRSBVRT,6.43
2018-07-31,FILRSBVRT,6.43
2018-08-31,FILRSBVRT,6.43
2018-09-30,FILRSBVRT,6.47
2018-10-31,FILRSBVRT,6.47
2018-11-30,FILRSBVRT,6.47
2018-12-31,FILRSBVRT,6.47
2019-01-31,FILRSBVRT,6.47
2019-02-28,FILRSBVRT,6.47
2019-03-31,FILRSBVRT,6.47
2019-04-30,FILRSBVRT,6.47
2019-05-31,FILRSBVRT,6.47
2019-06-30,FILRSBVRT,6.36
2019-07-31,FILRSBVRT,6.2
2019-08-31,FILRSBVRT,6.2
2019-09-30,FILRSBVRT,6.2
2019-10-31,FILRSBVRT,6.09
2019-11-30,FILRSBVRT,6.09
2019-12-31,FILRSBVRT,6.09
2020-01-31,FILRSBVRT,6.09
2020-02-29,FILRSBVRT,6.09
2020-03-31,FILRSBVRT,5.53
2020-04-30,FILRSBVRT,5.03
2020-05-31,FILRSBVRT,5.03
2020-06-30,FILRSBVRT,5.03
2020-07-31,FILRSBVRT,5.03
2020-08-31,FILRSBVRT,5.03
2020-09-30,FILRSBVRT,5.03
2020-10-31,FILRSBVRT,5.03
2020-11-30,FILRSBVRT,5.03
2020-12-31,FILRSBVRT,5.03
2021-01-31,FILRSBVRT,5.03
2021-02-28,FILRSBVRT,5.03
2021-03-31,FILRSBVRT,5.03
2021-04-30,FILRSBVRT,5.03
2021-05-31,FILRSBVRT,5.03
2021-06-30,FILRSBVRT,5.03
2021-07-31,FILRSBVRT,5.03
2021-08-31,FILRSBVRT,5.03
2021-09-30,FILRSBVRT,4.75
2021-10-31,FILRSBVRT,4.75
2021-11-30,FILRSBVRT,4.75
2021-12-31,FILRSBVRT,4.75
2022-01-31,FILRSBVRT,4.75
2022-02-28,FILRSBVRT,4.75
2022-03-31,FILRSBVRT,4.75
2022-04-30,FILRSBVRT,4.75
2022-05-31,FILRSBVRT,5.0
2022-06-30,FILRSBVRT,5.5
2022-07-31,FILRSBVRT,6.0
2022-08-31,FILRSBVRT,6.5
